"","JM1710_Coe_Spring_Run","JM1711_Paradise_Park_Spring","JM1716_Bell_Spring","JM1717_Buzzard_Fountain","JM1719_Palmer_B","JM1722_James_Spring","JM1724_Lolo_Spring","JM1726_Choss_Seep","JM1727_Zigzag_Spring","JM1728_Coe_Spring_B","JM1766_James_Spring","JM1767_Sandy_Creek_Trib.","JM1776_Buzzard_Fountain","JM1778_Paradise_Park_Spring","JM1785_Choss_Seep"
"Otu06097",1,0,3,0,0,0,0,0,0,4,0,0,0,0,0
"Otu06099",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Otu06107",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
"Otu06108",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Otu06109",0,1,0,0,0,0,0,0,12,0,0,0,0,0,0
"Otu06110",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu06111",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06114",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Otu06115",0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
"Otu06116",1,0,0,0,0,2,0,0,0,7,0,0,0,0,0
"Otu06117",0,0,1,0,0,0,0,0,0,0,6,0,0,0,0
"Otu06118",5,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu06120",5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu06122",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Otu06123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06125",4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06126",0,0,0,0,0,3,2,0,0,0,1,1,0,0,1
"Otu06131",0,1,0,0,0,3,0,0,0,0,1,0,0,0,0
"Otu06135",6,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"Otu06136",0,0,4,2,0,1,1,0,0,0,0,0,0,0,0
"Otu06137",0,0,0,0,0,5,0,0,0,5,0,0,0,0,0
"Otu06138",1,0,0,0,0,0,0,0,0,1,0,0,0,0,5
"Otu06139",0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
"Otu06140",0,0,0,0,0,1,0,0,0,12,0,0,0,0,0
"Otu06144",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"Otu06146",0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
"Otu06147",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu06149",6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu06152",3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu06153",4,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"Otu06156",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Otu06157",1,0,1,0,0,0,1,0,0,1,0,2,0,0,0
"Otu06158",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Otu06159",0,0,0,0,0,3,0,0,0,1,2,1,0,0,0
"Otu06161",6,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06163",0,3,0,0,0,1,0,0,0,0,2,0,0,0,0
"Otu06165",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu06167",0,0,0,2,0,3,0,0,0,0,0,0,0,0,0
"Otu06168",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"Otu06169",0,0,9,0,0,1,0,0,0,0,0,0,0,0,0
"Otu06170",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu06172",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06173",3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Otu06174",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu06175",0,0,0,0,0,3,0,0,0,0,2,1,0,0,0
"Otu06176",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu06180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06182",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
"Otu06183",4,0,5,0,0,1,0,0,0,1,0,0,0,0,0
"Otu06184",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06185",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu06186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06187",2,1,0,0,0,4,0,0,0,1,0,0,0,0,0
"Otu06188",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu06189",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06192",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06193",0,0,5,0,0,1,0,0,0,3,0,0,0,0,0
"Otu06195",1,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"Otu06196",0,0,0,4,0,0,1,0,0,0,0,2,0,0,0
"Otu06197",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Otu06199",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06200",0,0,0,0,0,0,2,0,0,4,0,0,0,0,0
"Otu06202",7,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu06203",0,0,7,0,0,0,1,0,0,0,0,1,0,0,0
"Otu06204",0,0,0,0,0,0,0,0,0,5,0,0,0,0,3
"Otu06205",2,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"Otu06207",3,0,4,0,0,1,0,0,0,3,0,0,0,0,0
"Otu06209",4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu06213",1,0,0,0,0,0,3,0,0,1,0,0,0,0,0
"Otu06215",1,0,0,0,0,4,2,0,0,0,0,0,0,0,0
"Otu06217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06218",0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
"Otu06219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06220",0,0,0,0,0,0,0,0,0,4,0,0,0,1,0
"Otu06223",0,0,0,0,0,6,0,0,0,1,0,0,0,1,0
"Otu06224",0,0,0,0,0,0,0,0,0,0,1,0,10,0,0
"Otu06225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06227",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Otu06228",5,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06229",0,0,2,0,0,9,0,0,0,0,0,0,0,0,0
"Otu06231",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06232",1,0,0,3,0,1,0,0,0,2,0,0,0,0,0
"Otu06233",4,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Otu06234",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Otu06236",1,0,1,0,0,2,0,0,0,1,0,1,0,0,0
"Otu06237",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Otu06240",0,0,0,0,0,3,0,0,0,8,0,0,0,0,0
"Otu06245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06246",1,0,4,0,0,0,0,0,0,6,0,0,0,0,0
"Otu06248",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"Otu06252",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"Otu06253",0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
"Otu06255",0,0,4,0,0,0,0,0,0,0,0,0,0,0,3
"Otu06258",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"Otu06259",0,0,0,0,0,1,0,0,0,0,4,0,0,0,0
"Otu06260",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu06261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06264",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"Otu06265",3,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Otu06266",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06269",0,0,4,2,0,0,0,0,0,0,0,0,0,0,0
"Otu06270",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06275",5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu06280",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu06281",0,0,1,0,0,0,0,0,0,0,6,0,0,0,0
"Otu06282",3,0,0,0,0,3,0,0,0,0,2,0,0,0,0
"Otu06284",0,0,0,0,0,0,2,0,0,4,0,0,0,0,0
"Otu06285",0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
"Otu06288",0,0,0,3,0,0,1,0,0,4,0,0,0,0,0
"Otu06290",0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06291",0,0,6,0,0,1,0,0,0,0,5,0,0,0,0
"Otu06292",1,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"Otu06293",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu06295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06297",5,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06301",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Otu06302",0,0,5,0,0,0,0,0,0,0,1,0,0,0,0
"Otu06305",0,0,0,0,0,12,0,0,0,0,0,1,0,0,0
"Otu06307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06309",0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
"Otu06311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06313",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"Otu06316",0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
"Otu06317",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06319",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Otu06325",2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Otu06327",0,0,2,0,0,0,0,0,0,5,0,0,0,1,0
"Otu06329",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu06331",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu06333",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Otu06334",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu06336",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Otu06338",4,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Otu06339",0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
"Otu06340",0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
"Otu06341",0,0,0,5,0,0,0,0,0,0,0,0,0,2,0
"Otu06342",0,0,0,0,0,0,0,6,1,0,0,0,0,0,0
"Otu06344",0,4,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu06346",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06349",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"Otu06350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Otu06352",0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
"Otu06353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06355",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Otu06359",0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
"Otu06360",2,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"Otu06362",0,0,1,0,0,0,0,0,0,5,0,0,0,0,0
"Otu06364",3,0,5,0,0,1,0,0,0,0,0,2,0,0,0
"Otu06366",0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"Otu06367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06368",1,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"Otu06369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06370",0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
"Otu06371",0,0,0,0,0,1,0,0,0,1,4,0,0,0,0
"Otu06372",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06373",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06375",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"Otu06376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Otu06377",0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
"Otu06379",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Otu06380",0,0,3,0,0,0,0,0,0,0,0,0,0,4,0
"Otu06382",0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu06383",0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
"Otu06384",0,0,3,0,0,4,0,1,0,0,0,0,0,0,0
"Otu06385",0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"Otu06386",0,0,0,1,0,0,0,0,0,10,1,0,0,0,0
"Otu06387",1,0,1,0,0,7,0,0,0,0,0,0,0,0,1
"Otu06389",0,2,0,0,0,0,0,0,0,0,5,0,0,0,0
"Otu06391",1,0,0,0,0,0,2,0,0,0,0,2,0,0,2
"Otu06392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06393",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu06394",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu06395",2,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"Otu06398",0,0,0,0,0,0,0,0,0,5,0,1,0,0,0
"Otu06399",1,0,0,0,2,0,0,0,0,0,0,2,0,1,0
"Otu06400",1,1,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu06403",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"Otu06405",0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"Otu06406",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu06407",0,0,1,0,0,1,0,0,0,2,2,0,0,0,0
"Otu06409",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06410",4,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Otu06411",0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
"Otu06412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06416",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu06417",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Otu06421",0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
"Otu06423",0,0,0,0,0,11,0,0,0,0,1,0,0,0,0
"Otu06426",3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Otu06429",0,0,0,6,0,0,0,0,0,0,0,1,0,0,0
"Otu06433",0,0,0,0,0,0,1,0,0,3,0,0,0,1,0
"Otu06434",3,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Otu06435",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"Otu06436",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Otu06437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06439",1,0,8,0,0,0,0,0,1,0,0,0,0,0,0
"Otu06440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06441",0,0,0,0,0,2,0,0,0,6,0,0,0,0,0
"Otu06442",0,0,1,0,0,0,0,0,0,4,0,0,0,0,0
"Otu06443",3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06445",0,0,3,0,0,1,0,0,0,0,1,0,0,0,0
"Otu06446",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"Otu06447",7,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu06448",0,0,2,0,0,0,0,0,0,2,1,0,0,0,0
"Otu06449",0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
"Otu06451",0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu06452",0,0,2,0,0,3,0,0,0,0,0,1,0,0,0
"Otu06453",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu06455",0,0,3,0,0,1,0,0,10,0,0,0,0,0,0
"Otu06456",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06460",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu06462",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"Otu06464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06465",0,0,0,0,0,0,2,0,0,4,0,0,0,0,0
"Otu06468",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu06470",0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
"Otu06475",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu06480",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu06481",2,0,2,0,0,0,0,0,0,0,0,4,0,0,0
"Otu06485",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"Otu06486",0,0,6,0,0,0,0,0,0,0,3,0,0,0,0
"Otu06488",6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06492",0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
"Otu06493",0,0,0,0,1,0,0,7,0,0,0,0,0,0,0
"Otu06494",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Otu06495",2,0,6,0,0,4,0,0,0,0,0,0,0,0,0
"Otu06497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06498",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Otu06499",5,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Otu06501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06503",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Otu06505",0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
"Otu06508",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Otu06509",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Otu06512",3,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Otu06513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06514",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Otu06515",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"Otu06520",0,0,0,0,0,0,0,0,0,0,4,0,0,0,2
"Otu06523",0,0,0,4,0,0,0,0,0,3,0,0,0,0,0
"Otu06525",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Otu06527",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Otu06529",0,0,1,0,0,0,0,0,0,0,0,5,0,0,0
"Otu06533",0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
"Otu06534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06535",2,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"Otu06536",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Otu06537",0,0,0,1,0,0,0,0,0,0,5,0,0,0,0
"Otu06538",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06539",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu06541",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu06544",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06547",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Otu06548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06549",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06550",0,0,0,0,0,1,0,0,0,8,0,0,0,0,0
"Otu06551",0,0,0,4,0,0,0,4,0,0,0,0,0,0,0
"Otu06553",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06555",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu06556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06557",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06558",0,0,0,6,0,0,0,0,0,1,0,0,0,0,0
"Otu06560",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu06561",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Otu06562",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Otu06563",2,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"Otu06564",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Otu06566",3,0,2,0,0,0,0,0,0,2,0,0,0,0,0
"Otu06567",0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
"Otu06568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06570",1,0,0,0,0,3,0,0,0,5,0,0,0,0,0
"Otu06573",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06575",6,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"Otu06580",0,0,2,0,0,0,0,0,0,5,0,2,0,0,0
"Otu06581",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu06582",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Otu06583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06586",3,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"Otu06587",0,0,1,0,0,2,0,0,0,0,1,0,0,0,0
"Otu06588",0,0,0,0,0,3,6,0,0,0,0,0,0,0,0
"Otu06592",2,0,5,0,0,0,0,0,0,2,0,0,0,0,0
"Otu06594",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06596",0,0,1,2,0,0,0,0,0,0,0,2,0,0,0
"Otu06597",4,0,1,0,0,0,0,0,0,2,0,0,0,0,0
"Otu06599",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06600",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu06603",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu06604",1,0,2,0,0,1,0,0,0,0,1,0,0,0,0
"Otu06606",6,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Otu06607",0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
"Otu06610",0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
"Otu06612",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu06616",0,0,4,0,1,0,1,0,0,0,0,0,0,0,1
"Otu06619",0,0,0,0,0,1,0,0,0,0,0,5,0,0,0
"Otu06621",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Otu06622",0,1,0,0,0,7,0,0,0,0,0,0,0,0,0
"Otu06623",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06624",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Otu06627",0,2,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu06629",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu06630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06632",1,0,2,0,0,0,0,1,0,0,0,0,0,0,0
"Otu06633",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Otu06634",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06635",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu06637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06639",2,0,3,0,0,0,0,0,0,4,0,0,0,0,0
"Otu06640",0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
"Otu06641",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"Otu06642",2,0,0,0,0,0,0,3,0,0,0,0,0,1,0
"Otu06643",2,0,0,2,0,1,1,0,0,0,0,0,0,0,1
"Otu06644",1,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"Otu06645",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"Otu06649",0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
"Otu06650",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu06653",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Otu06656",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Otu06659",0,0,2,0,0,1,0,0,0,1,0,0,0,0,0
"Otu06661",0,1,0,0,0,0,0,2,0,0,0,1,0,2,0
"Otu06663",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Otu06666",3,0,4,0,0,0,0,0,0,1,0,0,0,0,0
"Otu06669",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"Otu06671",1,0,0,0,0,3,0,0,0,0,0,0,0,0,1
"Otu06675",0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
"Otu06676",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06679",0,0,0,0,0,5,0,0,0,1,2,0,0,0,0
"Otu06681",0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
"Otu06685",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06686",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Otu06687",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Otu06693",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu06694",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Otu06695",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"Otu06696",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu06698",2,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"Otu06699",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"Otu06703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06704",3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Otu06705",2,0,1,0,0,0,0,0,0,0,0,5,0,0,0
"Otu06706",0,0,1,0,0,1,0,0,0,1,5,0,0,0,0
"Otu06707",4,0,2,0,0,0,0,0,0,2,0,0,0,0,0
"Otu06708",0,0,2,0,0,0,0,0,0,0,0,0,0,1,4
"Otu06711",3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Otu06712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Otu06713",0,0,0,0,0,0,0,0,0,5,3,0,0,0,0
"Otu06714",0,0,0,0,0,0,0,0,0,6,0,0,0,0,1
"Otu06715",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06716",0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
"Otu06717",1,0,0,0,0,5,0,0,0,3,0,0,0,0,0
"Otu06718",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Otu06723",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Otu06724",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Otu06725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06729",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Otu06730",1,0,3,0,0,1,0,0,0,3,0,0,0,0,0
"Otu06731",0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
"Otu06737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06738",0,0,5,0,0,1,0,0,0,0,0,1,0,0,0
"Otu06740",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu06741",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"Otu06742",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Otu06743",0,0,2,0,0,3,0,0,0,0,2,0,0,0,0
"Otu06745",0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
"Otu06746",1,0,0,0,0,0,0,0,0,1,1,0,0,0,2
"Otu06747",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"Otu06749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
