"","JM1713_Rubideau","JM1714_Lunch_Creek","JM1715_Mineral_Creek_Spring","JM1741_McDonald_Creek_1","JM175_Mtn_Goat","JM1762_Mtn_Goat","JM1773_Lunch_Creek","JM1774_Crack_Spring","JM177_Piegan_North","JM179_Weeping_Wall"
"Otu02909",0,0,0,0,0,0,0,0,0,0
"Otu02910",0,0,0,0,0,0,0,0,0,0
"Otu02912",0,0,0,5,0,0,0,0,0,0
"Otu02914",0,14,0,0,1,0,0,0,0,0
"Otu02915",0,0,0,0,0,0,0,0,0,0
"Otu02916",0,0,0,0,0,0,0,1,0,0
"Otu02917",0,0,0,0,0,0,0,0,0,0
"Otu02918",0,0,0,0,0,0,0,0,0,0
"Otu02921",0,0,0,0,0,17,0,0,0,0
"Otu02922",0,0,0,0,0,0,0,0,0,0
"Otu02924",0,0,0,0,0,0,0,0,0,0
"Otu02926",0,0,0,0,0,0,0,0,0,0
"Otu02928",0,0,0,0,0,0,0,16,0,0
"Otu02929",0,0,0,0,0,0,0,0,0,0
"Otu02930",0,0,0,0,0,0,0,0,0,0
"Otu02932",0,0,0,0,0,0,8,0,0,0
"Otu02933",0,0,0,0,0,0,0,0,0,0
"Otu02934",0,0,0,0,0,0,0,0,0,0
"Otu02935",0,0,0,0,1,0,0,0,0,0
"Otu02936",0,0,0,0,0,0,0,0,0,18
"Otu02937",0,7,0,0,0,0,0,0,0,0
"Otu02938",0,0,0,0,0,0,0,0,0,0
"Otu02939",0,0,0,0,0,0,0,10,0,0
"Otu02940",0,4,0,0,2,0,0,0,0,0
"Otu02942",9,0,0,0,1,0,0,0,1,0
"Otu02943",0,0,0,0,0,0,0,0,0,0
"Otu02945",39,0,0,0,0,0,0,0,0,0
"Otu02946",0,0,0,0,0,0,0,0,0,0
"Otu02948",0,0,0,0,0,0,0,2,0,0
"Otu02949",0,0,0,0,0,0,0,0,0,0
"Otu02950",0,0,0,0,0,0,0,0,0,0
"Otu02952",0,0,0,0,1,0,0,1,0,0
"Otu02953",12,5,0,1,0,0,0,1,0,0
"Otu02954",0,0,0,0,0,0,0,1,0,0
"Otu02956",0,0,0,0,0,0,0,0,0,0
"Otu02958",0,0,0,0,4,0,0,0,0,2
"Otu02959",0,3,0,0,1,0,0,0,0,0
"Otu02960",0,0,0,0,21,0,0,0,0,0
"Otu02961",0,0,0,0,0,0,0,9,0,0
"Otu02962",0,0,2,0,1,0,0,0,0,0
"Otu02963",0,0,0,0,0,0,0,0,0,0
"Otu02964",0,0,0,0,0,0,0,0,0,0
"Otu02965",0,0,0,0,0,0,0,0,0,0
"Otu02966",0,0,0,0,0,0,0,4,0,0
"Otu02967",0,0,0,0,0,0,0,0,0,14
"Otu02968",0,0,0,0,2,0,1,3,0,0
"Otu02971",0,0,0,0,0,0,4,0,0,0
"Otu02972",0,0,0,0,0,0,2,1,0,0
"Otu02973",0,0,0,0,0,0,0,0,0,0
"Otu02974",0,0,0,0,0,0,0,23,0,0
"Otu02975",0,0,0,0,0,0,5,0,0,0
"Otu02976",0,0,2,0,0,0,0,0,0,9
"Otu02977",0,0,0,0,0,0,0,0,0,0
"Otu02978",0,0,0,0,0,0,0,0,0,0
"Otu02979",0,0,0,3,1,0,0,0,1,0
"Otu02980",0,0,0,0,0,0,0,0,0,8
"Otu02981",0,0,0,3,0,0,0,0,0,0
"Otu02984",0,0,1,0,11,0,0,0,0,0
"Otu02986",0,0,0,0,0,0,0,0,0,0
"Otu02987",0,12,0,0,0,0,0,0,0,0
"Otu02988",0,0,5,2,0,0,0,0,0,0
"Otu02989",0,0,0,0,0,0,0,0,0,1
"Otu02990",0,0,0,0,0,0,0,0,0,0
"Otu02991",0,0,0,0,0,0,1,0,0,0
"Otu02992",0,0,10,0,0,0,0,0,0,0
"Otu02993",0,0,0,0,3,0,0,0,0,0
"Otu02994",0,0,0,0,0,0,0,0,0,0
"Otu02995",9,1,0,0,0,0,0,0,0,0
"Otu02996",4,0,0,0,0,0,0,0,0,8
"Otu02998",0,0,0,0,0,0,0,18,0,0
"Otu02999",0,0,0,0,0,0,0,0,4,0
"Otu03001",0,0,0,0,0,0,0,0,0,0
"Otu03002",0,0,0,0,0,0,0,0,0,0
"Otu03003",0,0,0,0,0,0,0,0,0,0
"Otu03004",0,0,0,0,0,0,0,0,0,0
"Otu03005",0,0,0,0,0,0,6,0,0,0
"Otu03006",0,0,0,0,0,0,0,27,0,0
"Otu03007",0,0,0,5,0,0,0,0,0,0
"Otu03008",0,0,0,0,0,0,0,0,0,0
"Otu03010",0,0,0,0,0,0,2,0,0,0
"Otu03012",0,0,0,0,0,0,0,11,0,0
"Otu03013",19,0,0,1,0,0,4,0,0,0
"Otu03014",0,0,0,0,1,2,0,1,0,0
"Otu03015",0,0,0,0,0,0,4,0,0,0
"Otu03016",0,0,0,0,0,0,0,0,0,0
"Otu03019",0,0,0,0,0,0,0,9,0,0
"Otu03020",0,0,0,0,0,0,6,0,13,0
"Otu03021",0,0,0,0,0,0,0,0,0,20
"Otu03022",0,0,0,0,0,0,20,0,0,0
"Otu03023",0,0,0,0,0,0,0,0,0,0
"Otu03024",0,0,0,0,0,0,0,0,0,0
"Otu03025",0,0,0,0,0,0,0,1,0,0
"Otu03026",0,0,0,0,0,0,0,0,0,0
"Otu03027",0,0,22,1,0,0,0,0,0,0
"Otu03028",0,0,0,0,0,0,0,0,0,0
"Otu03029",0,0,0,0,0,0,0,0,0,0
"Otu03030",0,0,0,0,0,0,0,2,0,0
"Otu03032",0,0,0,0,0,0,0,0,0,0
"Otu03033",0,4,0,3,0,0,2,1,0,0
"Otu03034",0,0,0,0,0,0,0,0,0,0
"Otu03036",0,0,0,0,4,0,0,0,0,0
"Otu03037",0,0,0,0,0,0,22,0,0,0
"Otu03040",0,0,4,0,0,0,0,0,0,0
"Otu03041",0,0,0,0,0,0,0,0,10,0
"Otu03042",0,0,0,0,0,0,0,20,0,0
"Otu03043",0,0,0,0,0,0,0,0,0,0
"Otu03044",0,0,0,0,0,0,2,0,0,0
"Otu03045",0,0,2,0,4,0,0,0,0,2
"Otu03047",0,2,0,0,0,0,0,0,0,0
"Otu03048",0,0,0,0,0,0,0,0,0,0
"Otu03049",0,0,0,0,0,0,0,0,0,0
"Otu03050",0,0,0,2,0,0,0,0,0,0
"Otu03052",0,0,0,0,0,0,0,0,0,0
"Otu03054",0,0,0,0,0,0,0,24,0,0
"Otu03055",0,0,0,0,0,0,0,0,0,0
"Otu03058",0,0,0,2,0,0,0,0,0,0
"Otu03060",0,0,0,0,0,0,0,0,0,0
"Otu03061",0,0,0,0,0,0,0,0,0,0
"Otu03062",0,0,0,0,0,0,0,19,0,0
"Otu03063",7,0,0,0,0,0,0,2,0,0
"Otu03065",0,0,0,0,0,0,0,3,0,0
"Otu03066",0,0,0,0,0,0,21,0,0,0
"Otu03068",0,0,0,0,0,0,0,0,0,0
"Otu03070",0,0,1,1,0,0,0,0,0,0
"Otu03072",0,0,0,7,0,0,0,0,0,0
"Otu03073",0,0,0,0,0,0,0,0,0,0
"Otu03075",0,0,0,0,0,0,0,0,0,0
"Otu03077",0,0,0,0,0,0,0,0,0,0
"Otu03078",0,0,0,0,0,0,0,0,0,0
"Otu03081",7,0,1,0,0,0,0,0,0,0
"Otu03082",5,0,4,1,0,0,0,0,0,0
"Otu03083",0,0,0,0,0,0,0,0,0,0
"Otu03084",0,0,0,16,0,0,0,0,0,0
"Otu03085",0,0,0,0,0,0,0,0,0,0
"Otu03087",0,0,0,0,0,0,0,0,0,0
"Otu03088",0,0,0,0,10,0,0,12,0,0
"Otu03089",0,0,0,0,0,0,0,0,0,0
"Otu03091",0,0,0,0,0,0,0,0,0,0
"Otu03093",0,8,0,0,0,0,0,2,0,0
"Otu03094",0,0,0,0,0,0,0,1,0,0
"Otu03095",0,0,0,0,0,0,0,0,0,0
"Otu03096",0,0,0,0,0,0,0,0,0,0
"Otu03098",0,0,0,1,0,0,0,0,0,0
"Otu03099",6,4,0,0,0,0,0,5,0,0
"Otu03100",0,0,0,0,0,0,0,0,0,0
"Otu03102",0,0,0,0,0,0,0,0,0,0
"Otu03103",0,0,0,0,3,0,0,0,0,2
"Otu03105",0,0,0,16,0,0,0,0,0,0
"Otu03106",0,0,13,0,0,0,0,0,0,0
"Otu03108",0,0,0,0,0,0,0,0,0,0
"Otu03109",0,0,0,0,0,0,0,0,0,0
"Otu03112",0,0,0,0,16,0,0,0,0,0
"Otu03113",0,0,0,1,0,0,0,0,0,0
"Otu03117",0,0,0,7,0,0,0,11,0,0
"Otu03118",0,0,0,0,0,0,0,0,12,0
"Otu03119",0,0,0,0,14,0,0,0,0,0
"Otu03121",0,0,0,0,1,1,0,0,0,0
"Otu03123",0,0,0,0,0,0,0,0,0,0
"Otu03124",0,0,0,0,0,0,0,0,0,0
"Otu03126",0,0,0,0,0,0,0,0,0,0
"Otu03127",0,0,0,0,0,0,0,0,0,0
"Otu03128",0,0,0,0,0,0,3,0,0,0
"Otu03129",0,0,0,0,3,0,0,0,1,0
"Otu03132",0,0,0,0,0,0,0,0,0,0
"Otu03134",0,0,1,0,0,0,0,0,0,0
"Otu03135",0,0,0,0,0,0,0,0,0,0
"Otu03136",0,0,0,0,0,0,0,0,0,0
"Otu03137",0,0,0,0,0,0,3,1,0,0
"Otu03138",0,0,0,11,0,0,0,0,0,0
"Otu03139",0,0,0,0,0,1,0,0,0,0
"Otu03140",0,0,0,15,0,0,0,0,0,0
"Otu03141",0,0,0,0,0,0,0,0,14,0
"Otu03142",0,0,0,0,0,0,0,0,0,0
"Otu03143",0,0,0,0,0,0,0,26,0,0
"Otu03144",0,0,0,1,3,0,0,0,0,0
"Otu03148",0,0,0,0,0,0,0,0,0,0
"Otu03149",0,0,0,0,0,0,0,0,0,0
"Otu03151",0,0,0,0,0,0,0,0,0,0
"Otu03152",0,1,4,2,0,0,0,0,0,0
"Otu03153",0,0,0,0,0,0,0,0,0,0
"Otu03155",0,0,0,0,0,0,0,0,0,0
"Otu03158",0,0,0,0,0,0,0,9,0,0
"Otu03159",0,0,0,2,0,0,0,0,0,0
"Otu03162",0,0,2,0,0,0,0,0,0,0
"Otu03164",0,0,1,0,0,0,0,0,2,0
"Otu03165",0,0,0,0,0,0,0,23,0,0
"Otu03166",0,0,4,0,0,0,0,0,0,0
"Otu03167",0,0,0,2,6,0,0,0,0,0
"Otu03168",0,0,0,0,0,0,0,0,0,0
"Otu03171",0,0,0,11,0,0,0,0,0,0
"Otu03172",0,0,0,0,0,0,0,4,0,0
"Otu03174",0,0,2,15,0,0,0,0,0,0
"Otu03175",0,0,0,0,0,0,0,0,0,0
"Otu03176",0,0,0,0,0,0,0,0,0,0
"Otu03177",0,0,0,0,0,0,0,25,0,0
"Otu03178",0,0,0,0,18,0,0,0,0,0
"Otu03180",0,0,0,0,0,0,0,0,0,0
"Otu03181",0,0,0,0,0,0,0,5,0,0
"Otu03183",0,0,0,0,0,0,1,4,0,0
"Otu03184",0,0,0,0,0,0,0,0,0,0
"Otu03185",0,0,0,0,0,0,0,2,0,0
"Otu03186",0,0,0,0,0,0,1,0,0,0
"Otu03187",0,0,0,0,3,0,0,0,0,0
"Otu03189",0,0,9,1,0,0,0,1,0,0
"Otu03190",0,0,4,0,0,13,0,0,0,0
"Otu03191",0,0,0,0,0,0,0,0,0,0
"Otu03192",0,0,0,0,0,0,10,0,0,0
"Otu03195",0,1,1,1,1,0,2,1,0,3
"Otu03196",0,0,0,0,0,0,0,0,0,6
"Otu03197",0,0,0,0,0,0,0,0,0,0
"Otu03198",0,0,0,0,0,0,0,1,0,0
"Otu03199",0,0,0,2,0,0,0,0,0,0
"Otu03200",0,0,0,0,0,0,0,6,0,0
"Otu03201",0,0,0,0,0,0,0,0,0,0
"Otu03202",0,0,0,0,0,0,13,0,0,0
"Otu03204",0,0,0,0,0,0,0,1,0,0
"Otu03205",0,0,0,0,0,0,0,0,0,0
"Otu03206",0,0,13,0,0,0,0,0,0,0
"Otu03207",0,0,0,0,0,0,5,13,0,0
"Otu03208",0,0,0,0,0,0,0,0,0,0
"Otu03209",0,0,0,0,0,0,0,0,0,0
"Otu03210",0,0,0,0,0,0,0,0,0,0
"Otu03212",0,2,12,0,1,0,0,0,0,0
"Otu03213",0,0,0,0,0,0,0,1,0,0
"Otu03214",0,0,12,5,0,0,0,0,0,0
"Otu03215",8,0,0,0,0,0,0,0,0,0
"Otu03218",0,1,0,0,2,0,0,0,0,0
"Otu03219",0,0,7,0,0,0,0,0,0,0
"Otu03220",0,0,0,0,0,0,0,0,0,0
"Otu03221",0,0,0,0,0,0,0,0,0,0
"Otu03222",0,0,0,0,0,0,0,4,0,0
"Otu03224",0,0,0,0,0,0,0,0,0,0
"Otu03225",0,0,0,0,0,0,0,0,0,0
"Otu03226",0,0,0,0,0,0,0,0,0,0
"Otu03227",0,0,17,0,0,0,0,0,0,0
"Otu03228",0,0,0,0,0,0,0,0,0,0
"Otu03229",0,1,0,0,0,0,0,11,0,0
"Otu03230",0,0,0,0,0,0,0,0,0,0
"Otu03231",4,9,0,0,0,0,0,0,0,6
"Otu03232",0,1,0,0,0,0,0,0,0,0
"Otu03233",0,0,0,0,0,0,0,0,0,12
"Otu03234",6,0,0,0,0,0,0,0,0,0
"Otu03235",0,0,0,0,0,0,0,0,0,7
"Otu03236",0,0,0,0,0,0,1,2,0,0
"Otu03237",0,0,0,0,0,0,0,0,0,0
"Otu03239",0,0,0,0,0,0,0,16,0,0
"Otu03240",4,0,12,0,0,0,0,0,0,0
"Otu03241",0,0,0,0,0,0,0,17,0,0
"Otu03242",0,0,0,0,0,0,0,0,0,0
"Otu03243",0,0,0,0,0,0,0,0,0,0
"Otu03245",0,0,0,2,0,0,0,0,0,0
"Otu03248",0,0,0,0,0,0,0,0,0,0
"Otu03249",0,0,0,0,0,0,0,0,0,0
"Otu03250",0,0,0,0,0,0,0,0,0,0
"Otu03252",0,0,0,0,16,0,0,0,0,0
"Otu03253",0,0,0,0,0,0,0,0,0,0
"Otu03254",0,0,0,0,0,0,0,7,0,0
"Otu03255",0,0,0,0,0,0,0,0,0,0
"Otu03256",0,0,0,0,0,0,0,1,0,0
"Otu03257",0,0,0,0,0,0,0,0,0,0
"Otu03258",0,0,0,0,0,0,0,0,0,0
"Otu03259",0,0,0,0,0,0,0,0,0,0
"Otu03260",0,0,0,0,0,0,0,5,0,0
"Otu03262",0,0,0,0,0,0,0,0,0,0
"Otu03263",0,0,0,0,0,0,8,0,0,0
"Otu03264",0,0,0,2,0,0,0,0,0,0
"Otu03265",0,0,0,0,0,0,0,2,0,0
"Otu03266",0,0,0,0,0,0,0,0,0,0
"Otu03267",0,0,0,0,0,0,0,3,0,0
"Otu03270",0,0,0,0,0,0,0,5,0,0
"Otu03271",0,0,0,0,0,0,0,0,0,0
"Otu03272",0,0,0,4,7,0,0,0,0,0
"Otu03273",0,0,0,0,2,0,0,0,0,0
"Otu03274",0,0,4,0,0,0,0,3,0,0
"Otu03275",0,0,0,1,0,0,0,1,1,0
"Otu03278",0,0,0,0,0,0,0,0,1,0
"Otu03279",0,0,0,0,0,0,0,0,0,0
"Otu03280",0,0,0,0,0,0,0,0,0,0
"Otu03281",0,0,0,0,0,0,0,0,2,0
"Otu03282",5,0,1,0,0,0,0,1,0,0
"Otu03283",0,0,0,0,0,0,0,0,0,0
"Otu03285",0,0,2,0,0,0,0,4,0,0
"Otu03286",0,0,0,0,0,0,0,0,0,0
"Otu03287",0,0,0,0,0,0,0,0,0,0
"Otu03288",0,0,0,0,0,1,0,0,0,0
"Otu03289",0,0,0,0,0,0,0,0,0,0
"Otu03290",0,0,0,0,0,0,0,0,0,0
"Otu03291",0,0,0,0,0,0,0,0,0,0
"Otu03292",0,0,3,0,0,0,0,0,0,0
"Otu03294",0,0,0,0,0,0,0,0,0,0
"Otu03295",0,0,0,0,0,0,0,0,0,0
"Otu03296",0,0,0,0,0,0,0,13,0,0
"Otu03298",0,0,0,0,0,0,0,0,0,0
"Otu03299",0,0,0,0,0,0,0,1,0,0
"Otu03300",0,0,8,11,0,0,0,0,0,0
"Otu03302",0,0,0,0,0,0,0,0,0,0
"Otu03303",0,0,0,0,0,0,0,0,0,0
"Otu03304",0,0,0,0,0,0,0,0,0,0
"Otu03305",0,0,0,0,0,0,0,0,18,0
"Otu03306",0,0,0,0,0,0,0,0,0,0
"Otu03307",1,0,24,0,0,1,0,0,0,0
"Otu03308",0,0,0,0,0,0,0,0,0,0
"Otu03309",0,0,0,0,0,0,0,1,0,0
"Otu03310",0,0,0,13,0,0,0,0,0,0
"Otu03311",0,0,0,0,0,0,0,0,0,0
"Otu03312",0,0,3,0,0,0,0,0,0,0
"Otu03313",0,0,0,0,0,0,0,0,0,0
"Otu03315",0,0,0,0,0,0,3,0,0,0
"Otu03316",0,0,0,0,0,0,0,0,0,0
"Otu03317",0,0,0,0,0,0,0,0,0,0
"Otu03318",0,0,0,0,0,0,0,0,0,0
"Otu03319",0,0,0,0,0,0,21,0,0,0
"Otu03320",0,0,0,0,0,0,0,0,0,0
"Otu03321",0,0,0,0,0,0,3,0,0,0
"Otu03322",0,0,0,0,0,0,0,0,0,0
"Otu03323",0,2,0,0,0,0,0,0,0,0
"Otu03324",0,0,0,0,0,0,0,2,0,0
"Otu03325",0,0,0,0,0,0,0,0,0,0
"Otu03327",0,0,1,0,0,0,0,0,0,0
"Otu03328",0,0,0,0,0,0,0,2,0,0
"Otu03330",0,0,0,0,0,0,8,0,0,0
"Otu03332",0,0,0,0,4,0,0,0,0,0
"Otu03334",0,0,0,0,0,0,0,0,0,0
"Otu03335",0,0,0,0,0,0,0,1,0,1
"Otu03336",0,0,0,0,0,0,0,14,0,0
"Otu03337",0,0,19,0,0,0,0,0,0,0
"Otu03338",0,0,0,0,0,0,0,0,0,7
"Otu03339",0,0,0,0,0,0,0,0,0,0
"Otu03340",0,0,0,0,0,0,0,7,0,0
"Otu03341",0,0,0,7,0,0,0,0,0,0
"Otu03342",0,0,0,0,14,0,0,0,0,0
"Otu03344",0,0,0,0,0,0,0,0,0,0
"Otu03345",0,0,0,0,0,0,0,1,0,0
"Otu03346",0,0,0,0,0,0,0,0,0,0
"Otu03348",0,0,0,0,0,0,0,0,13,0
"Otu03349",0,0,0,0,0,0,0,0,0,0
"Otu03350",0,0,0,5,0,0,0,16,0,0
"Otu03351",0,16,0,0,0,0,0,0,0,0
"Otu03354",0,0,6,0,0,0,0,0,0,0
"Otu03359",0,0,0,0,0,0,0,0,0,0
"Otu03360",0,0,0,0,0,0,0,0,0,0
"Otu03362",0,0,0,0,0,0,0,0,0,0
"Otu03363",0,0,0,0,0,0,0,0,0,0
"Otu03364",0,0,0,0,0,0,0,1,0,0
"Otu03365",0,0,0,0,0,0,0,0,0,0
"Otu03366",0,0,0,5,0,0,0,0,0,0
"Otu03367",0,0,0,0,0,0,0,0,0,0
"Otu03368",0,0,0,0,0,0,0,21,0,0
"Otu03369",0,0,0,0,7,0,0,0,0,0
"Otu03370",0,0,0,0,0,0,0,0,0,0
"Otu03373",0,0,0,0,0,0,0,0,0,0
"Otu03375",0,0,1,1,0,0,0,0,0,0
"Otu03376",0,0,0,0,0,0,0,0,0,0
"Otu03380",0,0,0,0,0,0,0,0,0,0
"Otu03381",0,0,0,0,0,0,0,0,0,0
"Otu03382",0,0,0,0,0,0,0,0,0,0
"Otu03383",0,0,17,1,0,0,0,0,0,0
"Otu03385",0,3,0,0,0,0,0,0,0,0
"Otu03387",1,0,0,0,2,0,0,0,0,0
"Otu03388",0,0,0,0,0,0,0,0,0,0
"Otu03390",0,0,0,0,0,0,0,0,0,0
"Otu03391",0,0,0,0,0,2,0,0,0,0
"Otu03392",0,4,0,0,0,0,2,1,0,0
"Otu03393",0,0,0,0,0,0,0,0,0,0
"Otu03395",0,0,0,0,0,0,7,0,0,3
"Otu03397",0,0,0,0,0,0,0,0,0,0
"Otu03399",3,0,0,0,0,6,0,0,0,0
"Otu03400",0,0,0,0,0,0,0,0,3,0
"Otu03401",0,0,0,0,0,0,0,0,0,0
"Otu03402",0,0,0,0,0,0,0,0,0,0
"Otu03403",0,3,0,0,0,0,0,0,0,0
"Otu03404",0,0,0,0,0,0,0,3,0,0
"Otu03405",0,0,0,0,0,0,0,0,0,0
"Otu03406",0,1,0,0,0,0,0,3,0,0
"Otu03407",0,3,0,0,0,0,0,5,0,0
"Otu03410",0,0,0,6,0,0,0,0,0,0
"Otu03411",0,2,0,0,2,0,0,0,0,0
"Otu03416",0,0,0,0,0,0,0,0,9,0
"Otu03419",0,0,0,0,0,0,0,9,0,0
"Otu03420",0,3,0,0,0,0,0,0,0,0
"Otu03421",0,0,0,0,0,0,0,0,0,0
"Otu03422",0,0,0,0,0,0,0,4,0,0
"Otu03423",0,0,0,0,0,0,0,0,0,0
"Otu03424",0,0,0,0,0,0,0,1,0,0
"Otu03425",0,0,0,0,0,0,0,0,0,0
"Otu03426",0,0,0,0,0,0,0,0,0,0
"Otu03427",0,0,0,0,0,0,0,1,0,0
"Otu03428",0,0,0,0,0,0,0,0,0,0
"Otu03430",0,0,0,0,0,7,7,0,0,0
"Otu03433",0,0,0,0,0,0,0,0,0,0
"Otu03434",0,0,0,0,0,0,0,20,0,0
"Otu03436",0,0,0,6,0,0,0,0,0,0
"Otu03437",0,0,0,0,3,0,0,2,0,0
"Otu03438",0,0,0,0,0,0,0,0,0,0
"Otu03440",0,0,0,0,0,0,1,0,0,0
"Otu03442",0,0,0,0,0,0,0,0,0,0
"Otu03443",0,0,0,0,0,0,0,1,0,0
"Otu03447",0,0,10,12,0,0,0,0,0,0
"Otu03449",0,0,0,0,0,0,0,0,0,0
"Otu03450",3,2,0,0,0,0,0,0,0,0
"Otu03451",0,0,12,0,0,0,0,0,0,0
"Otu03452",0,0,0,0,0,0,0,0,0,0
"Otu03453",0,0,0,0,0,0,0,0,0,0
"Otu03454",0,0,0,0,0,0,0,0,0,0
"Otu03455",0,0,0,0,0,0,0,0,0,0
"Otu03456",0,0,1,0,0,0,0,0,0,0
"Otu03457",0,0,0,0,0,0,18,0,0,0
"Otu03458",0,0,0,0,0,0,0,0,0,0
"Otu03459",0,0,0,1,0,0,0,1,0,0
"Otu03460",0,0,20,0,0,0,0,0,0,0
"Otu03461",0,0,0,0,0,0,0,0,0,0
"Otu03462",0,0,4,4,0,0,0,0,0,0
"Otu03465",0,0,0,0,0,0,0,0,0,0
"Otu03466",0,0,0,0,0,0,0,0,0,0
"Otu03471",0,0,0,0,0,0,0,0,0,0
"Otu03472",0,0,0,0,0,0,0,0,0,0
"Otu03473",0,0,0,0,0,0,18,0,0,0
"Otu03474",0,0,0,7,0,0,0,0,0,0
"Otu03475",0,0,0,3,0,0,0,0,0,0
"Otu03477",0,0,0,11,0,0,0,0,0,0
"Otu03479",0,0,0,0,0,0,0,1,0,0
"Otu03481",0,0,0,0,0,0,0,0,0,0
"Otu03483",0,0,0,0,0,0,0,0,0,0
"Otu03484",0,0,0,0,0,0,0,5,0,0
"Otu03485",0,0,0,0,0,0,0,20,0,0
"Otu03486",0,0,0,0,0,0,0,0,0,0
"Otu03487",0,0,0,0,0,0,0,14,0,0
"Otu03489",0,0,0,0,0,0,0,0,0,0
"Otu03491",0,0,0,0,0,0,0,0,0,0
"Otu03493",3,0,0,0,3,0,0,0,0,0
"Otu03494",0,0,0,0,0,0,6,0,0,2
"Otu03495",0,0,0,7,0,0,6,0,0,0
"Otu03496",0,0,0,0,0,0,0,0,0,0
"Otu03497",0,0,0,1,0,0,0,0,0,0
"Otu03498",0,0,0,1,0,0,0,0,0,0
"Otu03499",0,0,0,0,0,0,0,0,0,0
"Otu03500",0,0,27,0,0,0,0,0,0,0
"Otu03501",0,7,5,1,0,0,0,0,0,0
"Otu03502",0,0,0,0,0,0,0,1,0,0
"Otu03504",0,0,0,0,0,0,0,0,0,0
"Otu03506",0,0,0,0,0,0,0,0,0,0
"Otu03508",0,0,0,0,0,0,0,21,0,0
"Otu03509",0,0,0,0,11,0,0,0,0,0
"Otu03511",0,0,0,0,0,0,0,0,0,0
"Otu03512",0,0,0,0,0,0,0,0,0,0
"Otu03514",0,0,0,13,0,0,0,7,0,0
"Otu03516",0,0,0,0,0,0,0,0,0,0
"Otu03518",0,0,0,0,0,0,0,0,0,0
"Otu03519",0,0,0,0,0,0,4,0,0,0
"Otu03520",4,5,0,0,0,1,0,0,0,0
"Otu03521",0,0,0,2,4,0,0,0,0,0
"Otu03523",0,0,0,0,0,0,0,2,0,0
"Otu03524",0,0,0,0,0,0,0,0,0,0
"Otu03526",0,0,0,0,0,0,0,0,0,1
"Otu03527",0,0,0,0,5,0,0,0,0,0
"Otu03529",0,0,0,0,0,0,0,0,0,1
"Otu03531",0,0,0,0,0,0,0,19,0,0
"Otu03533",0,0,0,0,1,0,0,0,0,0
"Otu03535",0,3,0,0,3,0,0,0,0,0
"Otu03536",0,0,0,0,0,0,0,4,0,0
"Otu03537",6,0,0,0,0,0,0,0,0,1
"Otu03538",0,0,0,1,0,0,0,0,0,0
"Otu03540",0,0,0,0,0,0,0,0,0,0
"Otu03542",0,0,0,0,0,0,0,0,0,5
"Otu03543",0,0,0,0,0,0,0,2,0,0
"Otu03544",0,0,0,0,0,0,1,0,0,0
"Otu03545",0,0,0,0,0,0,0,3,0,0
"Otu03546",0,0,0,0,0,0,0,0,0,0
"Otu03547",0,0,0,0,0,0,0,19,0,0
"Otu03548",0,0,0,0,0,0,0,9,2,0
"Otu03549",0,0,0,0,7,0,0,0,0,0
"Otu03550",0,0,0,0,10,0,0,0,0,0
"Otu03552",0,0,0,0,0,0,0,0,0,0
"Otu03554",0,0,0,0,0,0,0,0,0,0
"Otu03555",0,0,0,0,0,0,0,0,0,0
"Otu03556",0,0,0,0,0,0,0,0,0,0
"Otu03557",0,0,0,0,0,0,0,0,0,0
"Otu03559",0,0,0,0,0,4,0,0,0,0
"Otu03560",0,0,0,1,0,0,0,0,0,0
"Otu03561",0,0,0,0,0,0,0,0,0,0
"Otu03562",0,0,0,0,0,0,9,0,0,0
"Otu03564",0,0,0,0,0,0,0,0,0,0
"Otu03566",0,0,0,0,0,0,0,14,0,0
"Otu03569",0,0,0,4,0,0,1,2,0,0
"Otu03570",6,0,0,0,0,7,0,0,0,0
"Otu03571",0,0,3,0,0,0,0,11,0,0
"Otu03572",0,0,0,1,0,0,0,0,0,0
"Otu03573",0,0,0,4,0,0,0,8,0,0
"Otu03574",0,0,0,0,0,0,0,1,0,0
"Otu03575",0,0,0,0,0,0,0,8,0,0
"Otu03577",0,0,0,0,0,0,0,0,0,0
"Otu03578",0,0,0,0,0,0,0,0,0,0
"Otu03579",0,0,0,0,0,0,0,0,0,0
"Otu03580",0,0,0,0,19,1,0,0,0,0
"Otu03583",0,0,0,0,0,0,0,0,0,0
"Otu03584",0,0,0,0,0,0,0,0,0,0
"Otu03587",0,0,0,0,0,0,0,15,0,0
"Otu03588",0,0,0,0,0,0,0,0,13,0
"Otu03589",0,0,0,0,0,0,0,0,0,0
"Otu03590",0,0,0,0,0,0,0,0,0,0
"Otu03591",2,0,0,0,0,0,0,0,0,0
"Otu03594",0,0,0,0,0,0,0,0,0,0
"Otu03596",0,0,0,0,0,0,0,0,0,0
"Otu03597",0,0,2,0,5,0,0,0,0,0
"Otu03598",0,0,0,0,0,0,0,24,0,0
"Otu03599",0,0,0,0,0,0,0,1,0,0
"Otu03603",0,0,0,0,0,0,0,2,0,0
"Otu03605",0,0,0,0,0,0,0,0,0,0
"Otu03606",0,0,0,0,0,0,2,0,0,0
"Otu03607",0,0,0,0,0,0,0,1,0,0
"Otu03609",0,0,0,0,0,0,0,0,0,0
"Otu03611",0,0,0,2,0,0,0,0,0,0
"Otu03612",0,0,0,0,0,0,0,0,0,0
