"","Kingdom","Phylum","Class","Order","Family","Genus"
"Otu18157","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Candidatus_Peribacteria_fa","Candidatus_Peribacteria_ge"
"Otu18159","Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","Candidatus_Peribacteria_fa","Candidatus_Peribacteria_ge"
"Otu18161","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu18163","Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Ignatzschineria"
"Otu18164","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage"
"Otu18166","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu18169","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"Otu18170","Bacteria","Elusimicrobiota","Lineage_IIa","Lineage_IIa_or","Lineage_IIa_fa","Lineage_IIa_ge"
"Otu18172","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured"
"Otu18173","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"Otu18174","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","EF100-94H03","EF100-94H03_ge"
"Otu18176","Bacteria","Gemmatimonadota","S0134_terrestrial_group","S0134_terrestrial_group_or","S0134_terrestrial_group_fa","S0134_terrestrial_group_ge"
"Otu18178","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","EF100-94H03","EF100-94H03_ge"
"Otu18180","Bacteria","Chloroflexi","Dehalococcoidia","Dehalococcoidia_unclassified","Dehalococcoidia_unclassified","Dehalococcoidia_unclassified"
"Otu18182","Bacteria","Elusimicrobiota","Elusimicrobiota_unclassified","Elusimicrobiota_unclassified","Elusimicrobiota_unclassified","Elusimicrobiota_unclassified"
"Otu18183","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Ryanbacteria","Candidatus_Ryanbacteria_fa","Candidatus_Ryanbacteria_ge"
"Otu18184","Bacteria","Myxococcota","Polyangia","UASB-TL25","UASB-TL25_fa","UASB-TL25_ge"
"Otu18186","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"Otu18187","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu18188","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu18190","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter"
"Otu18191","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu18192","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Ryanbacteria","Candidatus_Ryanbacteria_fa","Candidatus_Ryanbacteria_ge"
"Otu18197","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter"
"Otu18200","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","uncultured"
"Otu18201","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_15","Subgroup_15_fa","Subgroup_15_ge"
"Otu18202","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_15","Subgroup_15_fa","Subgroup_15_ge"
"Otu18203","Bacteria","Firmicutes","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified","Firmicutes_unclassified"
"Otu18206","Bacteria","Planctomycetota","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified"
"Otu18207","Bacteria","Planctomycetota","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified"
"Otu18208","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellulaceae_unclassified"
"Otu18210","Bacteria","Planctomycetota","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified"
"Otu18211","Bacteria","Planctomycetota","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified"
"Otu18213","Bacteria","Planctomycetota","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified"
"Otu18215","Bacteria","Armatimonadota","uncultured","uncultured_or","uncultured_fa","uncultured_ge"
"Otu18217","Bacteria","Armatimonadota","uncultured","uncultured_or","uncultured_fa","uncultured_ge"
"Otu18218","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2"
"Otu18219","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured_fa","uncultured_ge"
"Otu18221","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_unclassified"
"Otu18222","Bacteria","Firmicutes","Clostridia","Lachnospirales","uncultured","uncultured_ge"
"Otu18223","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured_fa","uncultured_ge"
"Otu18225","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacteraceae_unclassified"
"Otu18226","Bacteria","Planctomycetota","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified"
"Otu18228","Bacteria","Planctomycetota","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified","Planctomycetota_unclassified"
"Otu18229","Bacteria","Chloroflexi","TK10","TK10_or","TK10_fa","TK10_ge"
"Otu18230","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema"
"Otu18232","Bacteria","Chloroflexi","TK10","TK10_or","TK10_fa","TK10_ge"
"Otu18233","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured"
"Otu18235","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured"
"Otu18236","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014","Clostridia_UCG-014_fa","Clostridia_UCG-014_ge"
"Otu18237","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured_fa","uncultured_ge"
"Otu18239","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured_fa","uncultured_ge"
"Otu18240","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured_fa","uncultured_ge"
"Otu18243","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacterales_unclassified","Chthoniobacterales_unclassified"
"Otu18244","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Unknown_Family_ge"
"Otu18248","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Zambryskibacteria","Candidatus_Zambryskibacteria_fa","Candidatus_Zambryskibacteria_ge"
"Otu18251","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Zambryskibacteria","Candidatus_Zambryskibacteria_fa","Candidatus_Zambryskibacteria_ge"
"Otu18252","Bacteria","Patescibacteria","Microgenomatia","Candidatus_Woykebacteria","Candidatus_Woykebacteria_fa","Candidatus_Woykebacteria_ge"
"Otu18254","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea"
"Otu18255","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured"
"Otu18258","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellulaceae_unclassified"
"Otu18259","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured"
"Otu18262","Bacteria","Cyanobacteria","Cyanobacteriia","Pseudanabaenales","Pseudanabaenaceae","uncultured"
"Otu18263","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Isosphaeraceae_unclassified"
"Otu18266","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu18270","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured_fa","uncultured_ge"
"Otu18271","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiia_unclassified","Acidimicrobiia_unclassified","Acidimicrobiia_unclassified"
"Otu18272","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiia_unclassified","Acidimicrobiia_unclassified","Acidimicrobiia_unclassified"
"Otu18273","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum"
"Otu18275","Bacteria","Bacteroidota","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu18276","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophales_fa","Omnitrophales_ge"
"Otu18280","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","uncultured"
"Otu18281","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_unclassified","Rhodospirillales_unclassified"
"Otu18282","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Telmatospirillum"
"Otu18283","Bacteria","Chloroflexi","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified"
"Otu18286","Bacteria","Chloroflexi","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified"
"Otu18287","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Otu18291","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured","uncultured_ge"
"Otu18293","Bacteria","Patescibacteria","Microgenomatia","Candidatus_Woykebacteria","Candidatus_Woykebacteria_fa","Candidatus_Woykebacteria_ge"
"Otu18295","Bacteria","Patescibacteria","Microgenomatia","Candidatus_Woykebacteria","Candidatus_Woykebacteria_fa","Candidatus_Woykebacteria_ge"
"Otu18297","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Zambryskibacteria","Candidatus_Zambryskibacteria_fa","Candidatus_Zambryskibacteria_ge"
"Otu18298","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir1_lineage"
"Otu18300","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45_ge"
"Otu18302","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45_ge"
"Otu18303","Bacteria","Planctomycetota","OM190","OM190_or","OM190_fa","OM190_ge"
"Otu18306","Bacteria","Chloroflexi","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified"
"Otu18307","Bacteria","Chloroflexi","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified"
"Otu18308","Bacteria","Chloroflexi","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified","Chloroflexi_unclassified"
"Otu18310","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillaceae_unclassified"
"Otu18311","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured"
"Otu18313","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4","SG8-4_ge"
"Otu18314","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Isosphaeraceae_unclassified"
"Otu18315","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured"
"Otu18316","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4","SG8-4_ge"
"Otu18318","Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4","SG8-4_ge"
"Otu18321","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillaceae_unclassified"
"Otu18322","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured"
"Otu18323","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_2","Subgroup_2_fa","Subgroup_2_ge"
"Otu18325","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu18326","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_2","Subgroup_2_fa","Subgroup_2_ge"
"Otu18327","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_2","Subgroup_2_fa","Subgroup_2_ge"
"Otu18328","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_2","Subgroup_2_fa","Subgroup_2_ge"
"Otu18330","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriae_unclassified","Acidobacteriae_unclassified","Acidobacteriae_unclassified"
"Otu18331","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriae_unclassified","Acidobacteriae_unclassified","Acidobacteriae_unclassified"
"Otu18332","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriae_unclassified","Acidobacteriae_unclassified","Acidobacteriae_unclassified"
"Otu18335","Bacteria","Firmicutes","Symbiobacteriia","Symbiobacteriales","Symbiobacteraceae","uncultured"
"Otu18337","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriae_unclassified","Acidobacteriae_unclassified","Acidobacteriae_unclassified"
"Otu18338","Bacteria","Planctomycetota","OM190","OM190_or","OM190_fa","OM190_ge"
"Otu18339","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu18340","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Aquisphaera"
"Otu18341","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Singulisphaera"
"Otu18342","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured"
"Otu18345","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured"
"Otu18346","Archaea","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified"
"Otu18349","Archaea","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified"
"Otu18350","Archaea","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified"
"Otu18351","Archaea","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified"
"Otu18352","Archaea","Crenarchaeota","Bathyarchaeia","Bathyarchaeia_or","Bathyarchaeia_fa","Bathyarchaeia_ge"
"Otu18353","Archaea","Crenarchaeota","Bathyarchaeia","Bathyarchaeia_or","Bathyarchaeia_fa","Bathyarchaeia_ge"
"Otu18355","Bacteria","Planctomycetota","Phycisphaerae","S-70","S-70_fa","S-70_ge"
"Otu18357","Bacteria","Elusimicrobiota","Elusimicrobia","Lineage_IV","Lineage_IV_fa","Lineage_IV_ge"
"Otu18358","Bacteria","Planctomycetota","Phycisphaerae","S-70","S-70_fa","S-70_ge"
"Otu18359","Bacteria","Planctomycetota","Phycisphaerae","S-70","S-70_fa","S-70_ge"
"Otu18360","Bacteria","Planctomycetota","Phycisphaerae","S-70","S-70_fa","S-70_ge"
"Otu18361","Bacteria","Elusimicrobiota","Elusimicrobia","Lineage_IV","Lineage_IV_fa","Lineage_IV_ge"
"Otu18365","Archaea","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified"
"Otu18366","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Algiphilaceae","Algiphilus"
"Otu18370","Archaea","Micrarchaeota","Micrarchaeia","Micrarchaeales","CG1-02-32-21","CG1-02-32-21_ge"
"Otu18371","Archaea","Micrarchaeota","Micrarchaeia","Micrarchaeales","CG1-02-32-21","CG1-02-32-21_ge"
"Otu18373","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_2","Subgroup_2_fa","Subgroup_2_ge"
"Otu18376","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","Tepidisphaerales_unclassified","Tepidisphaerales_unclassified"
"Otu18377","Archaea","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified"
"Otu18381","Archaea","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified"
"Otu18382","Archaea","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified"
"Otu18383","Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales","Vampirovibrionaceae","Vampirovibrio"
"Otu18386","Bacteria","Verrucomicrobiota","Chlamydiae","LD1-PA32","LD1-PA32_fa","LD1-PA32_ge"
"Otu18388","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Tagaea"
"Otu18389","Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031_fa","SBR1031_ge"
"Otu18390","Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031_fa","SBR1031_ge"
"Otu18392","Bacteria","Planctomycetota","OM190","OM190_or","OM190_fa","OM190_ge"
"Otu18395","Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales","Vampirovibrionales_fa","Vampirovibrionales_ge"
"Otu18396","Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales","Vampirovibrionales_fa","Vampirovibrionales_ge"
"Otu18397","Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales","Vampirovibrionales_fa","Vampirovibrionales_ge"
"Otu18398","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","uncultured"
"Otu18401","Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales","Vampirovibrionales_fa","Vampirovibrionales_ge"
"Otu18402","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"Otu18403","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera"
"Otu18404","Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales","Vampirovibrionaceae","Vampirovibrionaceae_unclassified"
"Otu18407","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured_ge"
"Otu18409","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Otu18410","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured_ge"
"Otu18411","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"Otu18412","Archaea","Nanoarchaeota","Nanoarchaeia","Woesearchaeales","GW2011_GWC1_47_15","GW2011_GWC1_47_15_ge"
"Otu18413","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b_ge"
"Otu18414","Bacteria","Patescibacteria","ABY1","Candidatus_Magasanikbacteria","Candidatus_Magasanikbacteria_fa","Candidatus_Magasanikbacteria_ge"
"Otu18418","Bacteria","Patescibacteria","ABY1","Candidatus_Magasanikbacteria","Candidatus_Magasanikbacteria_fa","Candidatus_Magasanikbacteria_ge"
"Otu18421","Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031_fa","SBR1031_ge"
"Otu18422","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b_ge"
"Otu18424","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b_ge"
"Otu18425","Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031_fa","SBR1031_ge"
"Otu18427","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b_ge"
"Otu18428","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Otu18429","Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031_fa","SBR1031_ge"
"Otu18431","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b_ge"
"Otu18432","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae","Christensenellaceae_R-7_group"
"Otu18433","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"Otu18436","Bacteria","Planctomycetota","OM190","OM190_or","OM190_fa","OM190_ge"
